farm_id,region,date,location_lat,location_lon,crop_name,previous_crop,sowing_date,harvest_date,yield_ton_per_acre,area_acre,season,month,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_mps,forecast_rainfall_mm_7d,forecast_temp_max_c_7d,forecast_temp_min_c_7d,rolling_rain_7d,rolling_rain_30d,heat_stress_days_30d,growing_degree_days,rainfall_anomaly,spi_index,nitrogen,phosphorus,potassium,soil_ph,organic_carbon,npk_ratio,soil_fertility_score,monocrop_count,drought_risk_label,flood_risk_label
361,Bihar,2022-08-14,26.0479,85.2218,wheat,soybean,2022-08-14,2023-01-20,2.91,3.15,kharif,8,207.24,29.97,23.74,78.37,2.82,238.02,30.09,21.98,210.0,821.87,0,1254.46,0.88,-0.91,292.92,109.31,206.6,5.95,0.433,2.029,1.0,2,0,0
362,Gujarat,2022-01-23,22.307,71.6762,wheat,cotton,2022-01-23,2022-05-06,4.65,4.2,rabi,1,11.84,36.31,27.12,39.92,2.79,13.97,36.46,28.62,8.2,29.33,4,1174.06,0.79,-0.89,247.66,184.01,95.48,5.9,0.493,1.757,1.0,1,0,0
363,West Bengal,2022-04-06,22.9135,88.0802,mustard,cotton,2022-04-06,2022-07-13,1.36,5.02,rabi,4,126.17,34.3,26.02,99.0,3.17,118.58,36.05,25.51,60.21,243.38,6,818.09,-0.52,1.18,207.16,174.15,170.2,5.75,1.013,1.838,1.0,1,0,0
364,Madhya Pradesh,2021-10-29,23.1747,79.0585,soybean,maize,2021-10-29,2022-03-21,2.88,3.1,rabi,10,38.14,28.89,22.73,70.71,5.19,38.05,27.69,21.65,45.01,104.29,1,511.94,1.53,0.1,343.93,115.39,128.44,6.85,0.813,1.959,1.0,5,0,0
365,Assam,2022-06-22,26.0954,91.4458,maize,cotton,2022-06-22,2022-12-11,4.11,2.82,zaid,6,280.38,26.84,18.87,99.0,2.49,272.73,26.84,20.07,253.43,1102.04,0,1229.45,0.65,-0.19,241.03,60.01,145.84,6.22,0.765,1.49,1.0,5,0,1
366,Madhya Pradesh,2021-06-14,23.9446,78.6282,maize,mustard,2021-06-14,2021-09-15,4.53,4.43,zaid,6,134.06,31.78,23.76,65.59,1.89,135.97,32.31,23.61,137.68,363.13,10,1196.89,0.66,0.61,140.3,97.29,178.18,7.9,0.661,1.386,1.0,4,0,0
367,Assam,2021-04-25,26.7551,92.3168,soybean,cotton,2021-04-25,2021-10-05,2.33,5.85,kharif,4,100.6,21.17,11.41,89.61,0.92,127.13,20.76,10.75,112.9,154.9,3,972.21,0.47,-0.22,331.11,176.43,132.23,6.39,1.026,2.133,1.0,2,0,0
368,Kerala,2022-07-12,10.3699,76.7735,wheat,rice,2022-07-12,2022-12-17,3.83,4.85,kharif,7,58.57,26.41,15.92,80.5,3.94,69.88,25.75,14.73,50.48,161.87,1,900.0,-0.36,0.17,230.01,178.7,98.45,7.29,1.112,1.691,1.0,4,0,0
369,Rajasthan,2022-03-28,26.6668,75.7757,cotton,soybean,2022-03-28,2022-07-05,3.94,2.36,rabi,3,10.3,36.68,27.53,34.05,6.53,7.26,36.02,29.12,6.92,36.38,6,1194.19,0.13,0.53,155.92,94.06,142.7,7.76,0.545,1.309,1.0,4,0,0
370,Assam,2021-11-17,26.5334,91.0138,soybean,maize,2021-11-17,2022-03-26,1.64,1.6,rabi,11,37.45,23.73,19.23,99.0,3.7,41.67,22.96,19.73,37.74,88.12,0,1141.01,-0.65,0.71,345.05,185.61,94.83,7.89,0.778,2.085,1.0,4,0,0
371,Madhya Pradesh,2022-10-10,23.8629,78.3425,cotton,cotton,2022-10-10,2023-02-19,3.41,5.67,kharif,10,73.05,28.1,20.61,57.58,2.97,71.58,27.13,20.36,35.6,260.5,4,1131.27,0.01,-0.03,242.87,95.76,218.31,6.93,1.23,1.856,1.0,3,0,0
372,Punjab,2021-05-08,31.7141,75.218,cotton,cotton,2021-05-08,2021-09-25,3.87,1.47,rabi,5,171.0,39.24,32.16,63.58,1.32,135.61,38.77,32.15,74.55,453.97,6,1378.61,0.17,2.11,341.14,157.93,120.25,6.73,0.519,2.064,1.0,4,0,0
373,Assam,2022-08-25,25.3264,91.6891,wheat,maize,2022-08-25,2023-02-05,3.49,5.99,kharif,8,50.35,27.73,20.79,99.0,2.52,36.74,26.59,21.43,30.71,120.7,0,1133.12,-0.11,0.61,125.56,134.46,144.13,7.04,0.445,1.347,1.0,0,0,0
374,Punjab,2021-07-13,31.1845,75.6342,sorghum,rice,2021-07-13,2021-11-30,3.28,5.66,rabi,7,131.82,24.77,18.09,62.13,2.91,149.01,22.9,18.49,71.74,429.83,1,926.89,-1.23,-2.06,345.7,140.71,108.45,5.89,0.779,1.983,1.0,3,1,0
375,Uttar Pradesh,2021-10-30,26.4542,80.6841,wheat,mustard,2021-10-30,2022-03-24,4.21,0.86,kharif,10,3.28,30.71,21.0,73.89,1.64,2.49,31.73,19.75,1.63,7.07,2,1200.14,0.03,-0.16,212.8,120.95,112.34,6.19,1.07,1.487,1.0,5,0,0
376,Karnataka,2021-05-27,15.1878,76.3578,wheat,rice,2021-05-27,2021-09-25,3.49,4.73,zaid,5,148.35,28.22,20.3,55.31,2.29,183.49,27.74,20.79,126.49,346.76,2,1077.52,-0.21,-1.33,246.0,95.71,229.8,6.59,0.764,1.905,1.0,3,1,0
377,Bihar,2022-01-07,25.4622,85.0585,maize,wheat,2022-01-07,2022-06-16,4.53,6.95,rabi,1,29.92,28.72,22.94,81.46,2.21,36.54,28.85,21.06,13.41,57.82,1,1014.39,-2.12,0.89,185.62,85.05,161.93,5.91,0.72,1.442,1.0,2,0,0
378,Haryana,2022-07-14,29.0078,76.2143,wheat,maize,2022-07-14,2022-11-21,2.68,1.93,rabi,7,59.76,36.89,30.9,81.99,1.43,72.9,36.44,32.43,43.93,223.58,8,1670.62,1.47,-0.39,164.42,75.0,93.66,6.93,1.358,1.11,1.0,2,0,0
379,West Bengal,2021-03-25,23.6889,88.7243,soybean,rice,2021-03-25,2021-07-21,2.71,5.2,kharif,3,58.57,23.23,13.8,84.72,2.05,71.9,22.94,13.69,37.2,178.65,0,798.73,0.43,0.63,346.02,135.15,178.95,6.11,0.582,2.2,1.0,4,0,0
380,West Bengal,2022-05-24,22.4331,88.0947,cotton,wheat,2022-05-24,2022-11-05,2.98,3.51,kharif,5,358.83,30.43,22.12,72.0,3.04,235.99,29.37,22.43,299.1,998.05,1,1184.26,0.56,1.17,339.76,107.71,153.17,5.97,0.418,2.002,1.0,1,0,1
381,Uttar Pradesh,2021-06-13,26.3571,80.3548,rice,sorghum,2021-06-13,2021-12-10,3.75,3.93,kharif,6,130.23,35.03,26.36,64.78,4.43,86.39,34.13,27.35,117.55,226.05,6,1541.15,-0.62,0.2,251.82,69.0,113.65,7.43,0.549,1.448,1.0,5,0,0
382,Odisha,2022-09-05,21.0249,85.482,rice,rice,2022-09-05,2023-03-01,4.08,5.84,rabi,9,59.09,26.48,18.36,85.34,5.08,47.19,25.55,18.06,54.73,229.61,0,1233.85,-0.94,-0.82,251.5,84.93,131.12,6.53,0.369,1.558,1.0,2,0,0
383,Tamil Nadu,2021-09-08,10.6799,78.3557,rice,maize,2021-09-08,2022-02-20,4.63,4.92,kharif,9,53.26,25.97,20.52,91.28,2.62,58.35,24.56,20.24,63.76,125.51,0,1245.32,0.1,0.57,237.59,135.24,143.05,7.14,0.728,1.72,1.0,1,0,0
384,Rajasthan,2022-05-01,26.7824,76.6182,soybean,rice,2022-05-01,2022-08-14,2.13,2.58,rabi,5,65.67,29.37,22.57,59.97,2.65,84.69,30.18,22.87,62.0,114.03,3,1230.47,0.77,-0.05,132.91,164.88,163.86,7.06,0.604,1.539,1.0,4,0,0
385,Haryana,2021-04-15,28.531,76.6687,wheat,sorghum,2021-04-15,2021-09-16,4.5,0.68,kharif,4,14.61,32.68,23.72,56.99,3.69,10.32,31.51,22.81,10.26,26.36,1,955.75,-0.17,-0.49,246.34,110.17,179.78,5.72,1.017,1.788,1.0,3,0,0
386,Odisha,2021-04-17,20.9174,85.3614,maize,cotton,2021-04-17,2021-09-01,5.16,5.31,kharif,4,35.66,24.0,16.26,90.9,2.95,44.04,23.72,15.17,33.71,142.27,0,1035.94,-0.73,-0.59,297.96,160.2,102.11,5.77,0.682,1.868,1.0,3,0,0
387,Punjab,2021-02-02,30.2178,75.7735,rice,maize,2021-02-02,2021-05-22,4.11,3.22,rabi,2,111.38,27.68,22.5,74.13,3.25,137.9,26.94,23.29,55.58,440.63,2,917.13,0.63,-0.33,236.43,193.43,142.07,5.53,0.947,1.906,1.0,5,0,0
388,Kerala,2021-06-07,11.2849,76.7438,wheat,sorghum,2021-06-07,2021-10-15,3.16,6.6,rabi,6,207.17,23.48,16.03,99.0,0.58,185.17,22.64,14.18,164.53,339.04,0,1360.17,0.56,1.99,337.61,174.74,184.13,6.9,0.92,2.322,1.0,2,0,0
389,Assam,2021-03-31,25.7967,91.678,maize,soybean,2021-03-31,2021-08-29,4.31,2.35,kharif,3,170.44,27.97,25.08,99.0,2.44,134.57,26.55,24.21,87.27,355.9,2,1449.59,-1.3,-0.51,219.11,81.52,129.5,6.63,0.796,1.434,1.0,5,0,0
390,Kerala,2022-05-19,11.4738,76.9028,maize,soybean,2022-05-19,2022-08-22,4.95,1.92,rabi,5,115.4,26.46,18.08,96.96,1.63,118.79,24.4,18.24,93.92,291.59,0,1191.91,0.74,-2.63,193.57,94.96,145.35,6.3,0.79,1.446,1.0,2,1,0
391,Rajasthan,2022-02-16,27.2448,74.5623,maize,soybean,2022-02-16,2022-06-19,5.37,4.68,kharif,2,5.54,29.95,21.99,40.04,1.87,3.49,30.33,22.52,4.48,19.24,4,1128.94,0.04,0.43,289.91,142.62,91.37,7.19,0.407,1.746,1.0,1,0,0
392,Tamil Nadu,2021-01-09,11.3296,78.026,rice,soybean,2021-01-09,2021-05-13,3.48,2.79,kharif,1,72.64,23.9,16.97,73.16,4.51,93.14,22.82,17.94,70.68,150.26,0,951.2,-0.64,-0.58,139.18,132.64,218.0,7.46,0.596,1.633,1.0,1,0,0
393,Punjab,2021-01-17,31.1844,75.0996,rice,cotton,2021-01-17,2021-05-27,4.03,5.89,rabi,1,0.0,35.61,26.92,65.59,3.67,0.0,36.94,27.51,0.0,0.0,9,1877.72,0.43,0.06,327.96,131.56,186.99,6.41,1.299,2.155,1.0,2,0,0
394,Haryana,2021-09-10,29.5121,76.0243,wheat,rice,2021-09-10,2021-12-09,3.71,0.69,rabi,9,78.61,31.3,23.33,63.08,4.43,83.56,30.29,24.8,69.11,260.54,3,1220.48,0.46,-0.79,244.93,98.09,155.87,7.15,0.708,1.663,1.0,1,0,0
395,Odisha,2021-08-01,21.3744,84.8308,maize,mustard,2021-08-01,2022-01-16,4.87,2.92,kharif,8,81.45,20.73,13.05,87.99,3.69,54.46,21.19,14.0,47.51,306.06,0,1133.3,0.48,-0.26,126.55,79.59,108.26,6.9,0.574,1.048,1.0,3,0,0
396,Kerala,2021-08-14,10.7137,76.6627,sorghum,wheat,2021-08-14,2022-01-16,2.72,3.96,rabi,8,105.69,27.42,17.68,99.0,3.27,69.43,26.56,17.37,105.57,396.76,0,1592.74,-0.91,2.27,295.74,63.12,100.88,6.35,0.881,1.532,1.0,3,0,0
397,Assam,2021-07-10,26.4858,91.5417,sorghum,rice,2021-07-10,2021-12-04,2.65,6.86,rabi,7,30.26,32.36,23.04,95.93,2.23,19.71,33.31,22.28,16.24,100.2,0,1559.45,0.1,0.95,142.21,166.22,136.74,7.56,1.144,1.484,1.0,2,0,0
398,Madhya Pradesh,2021-05-24,24.5152,79.0129,rice,rice,2021-05-24,2021-08-27,4.02,6.93,kharif,5,19.0,32.13,23.43,65.35,4.07,18.03,31.32,23.64,11.84,40.75,7,1557.76,-0.61,-0.27,296.95,105.49,145.14,6.19,0.444,1.825,1.0,5,0,0
399,Kerala,2022-04-26,10.5468,76.171,mustard,soybean,2022-04-26,2022-08-29,3.26,4.04,rabi,4,54.34,27.4,17.31,92.49,3.62,65.42,27.5,15.3,49.13,215.04,0,1641.89,0.38,-0.78,129.92,136.22,235.22,6.52,1.344,1.671,1.0,0,0,0
400,Haryana,2021-08-29,28.8716,76.0718,rice,maize,2021-08-29,2022-02-04,4.07,0.65,rabi,8,0.0,27.31,17.66,62.46,0.93,0.0,28.38,17.05,0.0,0.0,0,1537.57,-0.95,0.56,243.16,199.87,230.64,6.14,1.104,2.246,1.0,1,0,0
401,Haryana,2021-09-05,28.5005,75.7991,rice,sorghum,2021-09-05,2022-02-13,3.78,2.14,kharif,9,100.79,32.22,26.09,68.05,1.67,80.61,32.32,24.2,75.75,313.64,4,896.27,0.16,0.21,270.26,91.81,154.03,7.59,0.422,1.72,1.0,0,0,0
402,Uttar Pradesh,2021-06-29,26.2844,80.2732,rice,mustard,2021-06-29,2021-10-02,4.43,4.08,kharif,6,6.57,30.25,19.64,73.35,3.06,5.88,31.15,20.08,7.55,21.44,0,1128.16,0.64,0.13,323.0,66.69,98.59,5.79,0.698,1.628,1.0,1,0,0
403,Madhya Pradesh,2022-10-09,23.4066,78.6428,soybean,cotton,2022-10-09,2023-01-13,1.95,6.17,rabi,10,118.22,31.64,24.06,71.94,3.91,139.34,33.0,23.09,82.32,340.06,4,1086.97,-0.48,0.95,153.15,166.82,172.56,6.5,0.626,1.642,1.0,2,0,0
404,Maharashtra,2021-01-19,18.9274,75.2156,rice,rice,2021-01-19,2021-06-28,4.86,5.0,kharif,1,137.03,28.92,19.54,62.83,2.49,121.78,29.74,20.64,149.84,206.82,0,1416.55,0.89,1.9,337.55,60.33,230.53,5.87,1.155,2.095,1.0,2,0,0
405,Madhya Pradesh,2022-11-25,23.1694,79.1047,rice,rice,2022-11-25,2023-05-10,3.86,6.95,kharif,11,89.42,25.98,20.28,37.1,3.06,54.67,24.93,19.65,90.31,244.44,0,1418.2,0.28,-1.41,262.62,119.7,188.29,5.82,1.102,1.902,1.0,3,1,0
406,Tamil Nadu,2021-12-11,10.6676,77.97,cotton,cotton,2021-12-11,2022-04-21,3.13,5.94,rabi,12,0.0,26.19,17.22,99.0,2.59,0.0,27.22,16.56,0.0,0.0,0,816.95,-0.48,-0.5,272.97,187.21,114.22,6.5,1.298,1.915,1.0,1,0,0
407,Madhya Pradesh,2022-01-29,23.7785,78.7413,maize,cotton,2022-01-29,2022-05-16,5.12,5.91,kharif,1,103.72,36.59,31.97,68.71,2.34,80.07,37.08,31.77,114.75,305.57,6,1252.49,0.63,-0.2,262.67,65.92,100.78,6.65,0.713,1.431,1.0,0,0,0
408,Madhya Pradesh,2022-08-08,23.5354,79.2135,rice,maize,2022-08-08,2022-12-05,4.14,3.7,kharif,8,88.77,27.9,17.14,63.07,3.35,58.5,26.93,18.09,62.51,337.56,4,1276.98,0.05,0.45,270.69,148.57,102.77,7.36,0.382,1.74,1.0,4,0,0
409,Bihar,2021-06-14,25.813,85.2938,maize,mustard,2021-06-14,2021-11-28,4.95,6.72,rabi,6,206.01,32.22,26.45,71.02,4.52,158.19,31.77,25.71,208.11,488.83,2,1200.79,0.41,-0.25,235.42,107.59,231.53,7.05,1.323,1.915,1.0,0,0,0
410,Assam,2021-07-26,26.2678,91.7245,wheat,wheat,2021-07-26,2021-12-20,3.24,4.87,rabi,7,160.92,23.51,16.43,99.0,3.11,180.51,23.54,17.29,170.24,495.68,0,926.91,-0.49,-0.12,145.66,139.0,144.96,6.3,1.38,1.432,1.0,4,0,0
411,Haryana,2021-11-22,28.5551,74.8988,wheat,maize,2021-11-22,2022-04-13,3.45,2.3,kharif,11,50.26,27.29,21.94,51.42,3.51,44.14,26.94,22.14,26.26,163.41,1,966.41,-0.39,-0.7,181.11,180.54,103.24,6.73,0.521,1.55,1.0,2,0,0
412,Bihar,2022-06-11,24.6699,86.0795,wheat,sorghum,2022-06-11,2022-11-24,3.46,2.82,kharif,6,79.94,28.7,25.76,70.9,1.71,97.69,27.49,26.61,59.46,149.18,1,1361.38,-0.46,0.88,201.91,61.61,97.23,6.23,0.607,1.203,1.0,5,0,0
413,Haryana,2022-11-14,28.3778,76.3841,mustard,maize,2022-11-14,2023-03-30,1.97,4.27,rabi,11,10.42,33.68,23.86,73.08,4.2,9.09,32.6,24.29,7.73,38.25,5,1260.52,0.11,-1.06,172.55,151.9,108.5,6.05,0.942,1.443,1.0,3,0,0
414,Uttar Pradesh,2021-05-07,26.7942,81.303,rice,maize,2021-05-07,2021-08-25,5.66,1.91,kharif,5,31.66,27.67,20.37,64.29,4.96,34.83,29.89,20.52,32.74,103.79,2,1612.98,-0.91,0.04,315.0,198.1,124.4,6.15,0.759,2.125,1.0,1,0,0
415,West Bengal,2022-02-10,23.1774,88.1542,rice,mustard,2022-02-10,2022-06-03,4.91,2.91,rabi,2,13.14,36.67,26.9,73.24,3.5,16.04,37.41,26.68,10.79,33.61,8,1617.89,-0.73,1.41,187.37,169.7,89.38,6.29,0.891,1.488,1.0,0,0,0
416,Bihar,2022-04-04,25.0649,84.6416,sorghum,cotton,2022-04-04,2022-08-09,2.52,1.65,rabi,4,109.52,31.18,23.64,85.08,3.71,99.94,31.27,24.95,59.76,330.42,2,1027.27,-0.28,-1.32,147.63,132.85,227.51,6.29,0.909,1.693,1.0,0,1,0
417,Kerala,2021-03-25,11.1988,76.4393,sorghum,maize,2021-03-25,2021-09-07,2.28,3.18,rabi,3,110.92,35.57,29.48,91.5,2.17,125.4,35.29,28.63,55.22,415.77,4,1430.02,0.21,0.02,193.79,150.88,196.06,6.95,1.015,1.802,1.0,3,0,0
418,Assam,2021-10-25,25.4706,91.1669,wheat,cotton,2021-10-25,2022-04-05,3.77,2.91,rabi,10,37.69,28.69,23.83,99.0,3.05,42.63,27.63,24.19,34.52,69.49,1,1149.0,0.03,0.54,152.42,78.78,156.57,7.54,0.925,1.293,1.0,5,0,0
419,Assam,2022-01-20,26.0326,91.218,maize,rice,2022-01-20,2022-06-11,5.12,1.84,kharif,1,165.98,24.46,13.81,96.14,4.33,208.77,24.64,15.4,187.27,376.73,6,1179.81,0.32,0.9,274.86,125.05,177.45,7.06,0.906,1.925,1.0,1,0,0
420,Gujarat,2021-08-15,22.507,71.4469,maize,mustard,2021-08-15,2021-11-24,4.86,3.46,kharif,8,112.28,29.18,20.36,57.57,1.88,81.97,27.86,19.3,112.58,177.91,3,1253.08,-0.65,-0.44,150.01,88.25,169.7,6.26,0.568,1.36,1.0,4,0,0
421,Haryana,2022-11-28,28.884,75.4749,cotton,mustard,2022-11-28,2023-04-16,4.01,3.22,kharif,11,39.75,26.89,17.89,61.18,0.92,32.03,28.61,16.62,32.8,132.18,4,1169.33,-0.59,0.05,221.48,119.06,203.54,6.81,1.268,1.814,1.0,2,0,0
422,Madhya Pradesh,2021-01-11,23.3437,78.4463,maize,soybean,2021-01-11,2021-05-08,4.99,6.77,rabi,1,112.63,36.67,30.8,66.0,1.9,90.2,37.96,32.49,67.58,233.4,9,1167.04,-0.13,2.31,289.86,157.16,163.22,7.91,0.647,2.034,1.0,1,0,0
423,Odisha,2022-12-22,20.2594,84.8296,cotton,soybean,2022-12-22,2023-05-17,3.08,6.97,rabi,12,184.87,27.25,22.26,95.94,3.35,137.39,27.78,22.04,120.33,371.73,0,1501.43,0.5,1.73,158.48,72.85,139.66,6.92,1.002,1.237,1.0,5,0,0
424,Haryana,2022-04-12,28.4631,76.3708,rice,sorghum,2022-04-12,2022-09-25,4.21,1.08,kharif,4,66.77,29.69,21.66,50.66,4.15,52.35,30.33,20.79,61.85,240.11,4,1163.98,0.19,-0.5,188.01,169.54,178.48,7.68,0.965,1.787,1.0,0,0,0
425,Kerala,2022-02-24,10.5069,76.4328,wheat,soybean,2022-02-24,2022-07-14,3.7,5.69,rabi,2,85.84,27.41,18.24,91.34,3.42,70.98,28.98,17.16,56.32,164.63,3,757.1,0.11,0.2,302.72,117.15,215.5,7.05,0.963,2.118,1.0,1,0,0
426,Gujarat,2022-09-27,22.3669,71.8676,cotton,rice,2022-09-27,2023-01-20,3.9,4.51,rabi,9,54.7,31.87,28.0,40.31,4.63,40.22,31.76,27.86,41.76,157.63,1,778.99,-1.28,-0.94,158.45,137.91,92.13,5.81,0.63,1.295,1.0,1,0,0
427,Rajasthan,2021-01-12,27.7402,75.8103,wheat,cotton,2021-01-12,2021-05-26,3.46,4.24,kharif,1,45.43,28.63,20.53,30.0,2.38,57.42,28.3,20.78,18.25,170.44,2,1041.17,-0.73,0.93,289.01,67.68,196.66,6.31,0.716,1.844,1.0,2,0,0
428,Karnataka,2022-01-01,14.9138,76.0976,rice,soybean,2022-01-01,2022-04-15,3.76,3.34,rabi,1,88.54,33.1,30.96,70.86,4.97,72.02,33.09,33.59,62.93,219.76,3,1045.96,0.05,-0.6,291.51,68.63,213.8,7.99,0.89,1.913,1.0,3,0,0
429,Karnataka,2022-09-29,14.2237,76.0987,rice,cotton,2022-09-29,2023-03-02,3.65,5.35,rabi,9,56.34,24.87,16.93,71.41,1.55,48.18,26.62,16.36,33.35,195.73,0,982.73,0.34,-2.06,226.02,65.52,119.71,6.93,1.348,1.371,1.0,1,1,0
430,Tamil Nadu,2021-09-15,10.7222,78.0729,rice,cotton,2021-09-15,2021-12-27,4.35,4.39,rabi,9,41.01,26.03,17.4,81.35,2.7,27.96,23.26,16.86,47.53,144.16,2,1298.34,-0.76,-0.61,133.67,98.95,86.57,5.9,0.513,1.064,1.0,2,0,0
431,Rajasthan,2021-11-12,26.7473,76.0665,rice,sorghum,2021-11-12,2022-04-19,4.12,4.07,kharif,11,30.38,35.81,27.69,30.0,5.06,28.09,37.57,28.46,27.72,64.12,4,1348.59,-0.02,-1.03,307.07,77.83,200.85,7.83,1.074,1.952,1.0,3,0,0
432,Kerala,2022-11-04,10.8654,77.0725,rice,rice,2022-11-04,2023-04-22,3.68,3.03,rabi,11,87.26,23.92,16.47,64.43,3.48,88.27,24.5,15.47,96.49,180.25,0,1056.69,-0.33,1.92,257.06,81.24,125.1,7.05,0.356,1.545,1.0,3,0,0
433,Uttar Pradesh,2021-05-02,27.3382,81.9204,soybean,cotton,2021-05-02,2021-08-03,2.3,6.14,rabi,5,213.65,25.82,17.11,60.26,2.24,154.91,25.27,16.64,209.33,474.8,0,718.39,-0.13,0.13,285.26,123.82,174.15,7.19,0.463,1.944,1.0,1,0,0
434,Bihar,2022-05-22,26.488,85.5436,rice,cotton,2022-05-22,2022-11-17,3.43,3.33,zaid,5,13.75,31.07,23.68,53.16,1.79,13.91,31.61,23.98,9.74,51.39,3,950.85,0.21,-0.71,187.97,68.14,127.04,7.08,0.359,1.277,1.0,4,0,0
435,Karnataka,2021-06-12,14.6159,75.4548,maize,rice,2021-06-12,2021-10-29,5.49,6.42,rabi,6,68.62,28.27,20.61,44.95,3.03,81.31,28.05,20.83,54.95,181.86,3,1170.66,-0.48,-0.15,300.42,171.86,177.67,7.31,1.287,2.166,1.0,5,0,0
436,Punjab,2022-11-27,30.9108,75.1415,rice,sorghum,2022-11-27,2023-04-10,3.91,4.17,rabi,11,77.37,33.75,23.14,58.04,2.39,53.53,33.26,23.04,91.03,195.01,5,1235.25,-1.14,2.4,174.6,109.51,214.11,7.74,0.482,1.661,1.0,2,0,0
437,Bihar,2022-01-24,25.8366,85.536,rice,cotton,2022-01-24,2022-06-15,3.34,0.54,kharif,1,82.69,32.5,23.57,97.35,1.13,105.41,32.56,23.18,98.24,203.75,3,1574.26,0.01,0.78,240.91,180.76,115.86,5.69,0.361,1.792,0.97,0,0,0
438,Gujarat,2022-02-11,21.8554,71.3815,maize,soybean,2022-02-11,2022-07-13,4.62,6.76,rabi,2,52.38,33.14,22.89,35.96,5.51,35.87,33.58,23.03,57.66,135.43,4,798.65,0.18,-1.1,226.61,86.04,192.35,6.86,0.676,1.683,1.0,0,0,0
439,Assam,2022-12-01,25.2911,91.0807,rice,soybean,2022-12-01,2023-04-09,3.71,3.61,kharif,12,120.49,32.43,26.2,94.61,2.61,130.52,31.14,25.61,84.67,370.5,5,1292.3,0.15,-0.76,330.75,187.93,150.88,6.94,0.996,2.232,1.0,3,0,0
440,Tamil Nadu,2022-03-07,10.3198,78.1069,maize,mustard,2022-03-07,2022-07-17,4.09,1.68,rabi,3,118.99,20.84,12.73,87.52,2.77,94.57,20.6,11.69,87.57,342.42,0,1160.49,0.4,1.39,187.1,71.06,121.81,6.76,0.505,1.267,1.0,4,0,0
441,Punjab,2021-02-04,30.551,75.2352,rice,cotton,2021-02-04,2021-05-16,3.58,5.06,rabi,2,13.05,37.34,27.59,55.94,2.12,10.75,37.66,28.44,12.7,37.66,5,1144.05,-0.35,-0.07,199.58,122.4,143.49,7.68,0.674,1.552,1.0,4,0,0
442,Bihar,2022-03-28,25.6434,84.8499,soybean,maize,2022-03-28,2022-07-28,2.59,6.08,kharif,3,71.13,30.66,21.1,58.66,2.86,84.07,31.3,21.33,69.11,107.26,1,1310.43,0.6,-0.5,204.52,183.56,112.2,6.09,1.061,1.668,1.0,1,0,0
443,Gujarat,2022-06-14,22.3371,71.823,mustard,sorghum,2022-06-14,2022-10-21,2.96,2.88,zaid,6,33.14,42.62,32.34,53.44,2.4,41.16,42.25,32.13,13.95,122.43,9,1509.87,0.1,0.52,208.44,162.75,197.7,7.5,1.232,1.896,1.0,5,0,0
444,Odisha,2021-12-12,21.3898,85.861,maize,mustard,2021-12-12,2022-06-08,5.54,6.72,zaid,12,113.95,29.91,21.13,90.95,2.25,113.42,30.51,20.49,54.33,364.92,4,1173.91,-0.78,-0.37,194.65,109.6,154.09,5.88,0.652,1.528,1.0,4,0,0
445,Madhya Pradesh,2022-06-07,23.6111,78.1567,rice,mustard,2022-06-07,2022-10-18,4.23,6.0,zaid,6,50.94,32.61,24.65,61.8,2.77,63.87,31.44,24.4,50.14,191.16,4,1365.22,0.62,-0.99,232.82,168.46,123.01,5.81,0.662,1.748,1.0,0,0,0
446,West Bengal,2022-03-02,23.1259,87.8801,wheat,soybean,2022-03-02,2022-06-30,3.39,5.16,rabi,3,148.59,27.19,22.78,68.46,1.86,121.49,26.79,23.11,83.74,322.17,5,1144.35,0.1,-1.84,312.04,110.8,104.33,7.84,0.66,1.757,1.0,1,1,0
447,Tamil Nadu,2021-10-11,10.4119,78.3544,rice,mustard,2021-10-11,2022-02-21,3.25,5.94,rabi,10,165.48,31.89,24.37,79.41,0.24,153.71,31.58,24.65,123.49,562.45,3,1371.4,-0.45,-1.37,169.41,91.26,103.45,6.01,1.048,1.214,1.0,2,1,0
448,Rajasthan,2021-04-25,26.5161,76.4106,maize,wheat,2021-04-25,2021-07-29,4.17,2.06,zaid,4,49.51,37.79,33.92,30.0,1.9,43.73,38.52,34.65,24.49,143.44,11,1318.15,-0.04,-0.02,207.52,193.32,165.24,6.18,0.555,1.887,1.0,5,0,0
449,West Bengal,2021-12-12,22.0185,88.2652,rice,maize,2021-12-12,2022-06-09,4.3,3.89,zaid,12,143.0,27.97,21.44,79.22,3.95,130.06,26.79,20.08,128.68,321.38,0,1102.54,-1.07,-0.17,198.18,87.42,116.05,6.86,1.319,1.339,1.0,2,0,0
450,West Bengal,2021-05-30,23.0302,88.2993,soybean,cotton,2021-05-30,2021-09-27,2.6,0.57,rabi,5,88.05,31.32,24.65,79.94,3.9,87.45,33.62,25.36,76.17,139.04,4,975.71,1.08,-1.09,271.85,185.9,234.74,6.39,0.592,2.308,1.0,1,0,0
451,Assam,2022-09-01,25.9989,91.6632,soybean,soybean,2022-09-01,2023-01-02,2.45,5.7,rabi,9,70.25,19.17,11.94,99.0,3.16,67.55,19.97,12.67,61.22,214.46,0,909.81,0.79,-0.37,231.29,97.41,226.81,6.87,1.218,1.852,1.0,3,0,0
